OrderID,Date,Category,SubCategory,ProductName,Region,UnitsSold,UnitPrice,UnitCost,InventoryDays,Season
825948,2024-06-27,Electronics,Cameras,Cameras Product 427,North,3,804.93,646.48,133,Winter
924926,2024-10-28,Sports,Indoor Games,Indoor Games Product 898,North,11,824.02,655.46,53,Winter
437497,2024-04-24,Sports,Indoor Games,Indoor Games Product 617,South,8,625.89,438.73,102,Spring
616771,2024-12-22,Toys,Action Figures,Action Figures Product 457,North,4,702.8,554.29,30,Winter
500573,2024-08-11,Home & Kitchen,Furniture,Furniture Product 37,West,17,737.01,470.44,105,Summer
734736,2024-03-02,Toys,Board Games,Board Games Product 596,South,3,686.25,564.08,114,Winter
825256,2024-10-10,Electronics,Laptops,Laptops Product 718,North,4,311.68,196.36,149,Winter
766490,2024-02-22,Toys,Puzzles,Puzzles Product 151,West,5,503.17,314.47,108,Winter
633636,2024-06-11,Electronics,Cameras,Cameras Product 215,East,7,109.38,81.85,151,Spring
827952,2024-09-09,Sports,Indoor Games,Indoor Games Product 230,South,9,711.71,633.85,83,Fall
416837,2024-12-04,Sports,Outdoor,Outdoor Product 648,North,2,408.72,354.59,14,Winter
266981,2024-09-08,Sports,Fitness,Fitness Product 415,West,7,882.75,592.33,54,Fall
639773,2024-06-21,Home & Kitchen,Furniture,Furniture Product 653,East,10,390.43,316.84,99,Summer
601708,2024-12-13,Clothing,Women,Women Product 190,North,9,75.18,47.79,176,Summer
560857,2024-02-13,Electronics,Cameras,Cameras Product 685,North,1,488.16,305.04,175,Spring
375987,2024-02-16,Sports,Fitness,Fitness Product 233,East,11,336.23,206.12,173,Summer
965291,2024-11-25,Electronics,Laptops,Laptops Product 736,East,3,308.6,277.35,153,Winter
395451,2024-08-07,Toys,Board Games,Board Games Product 869,West,8,291.83,191.57,195,Spring
222402,2024-09-09,Electronics,Cameras,Cameras Product 390,North,1,704.2,535.78,166,Spring
517009,2024-09-07,Clothing,Kids,Kids Product 877,West,2,731.21,573.29,19,Spring
385977,2024-03-03,Sports,Indoor Games,Indoor Games Product 217,East,18,423.03,352.5,186,Winter
100404,2024-11-06,Home & Kitchen,Decor,Decor Product 518,East,9,577.7,357.63,108,Winter
300244,2024-06-13,Toys,Board Games,Board Games Product 714,East,3,543.66,448.5,190,Winter
943523,2024-10-14,Clothing,Kids,Kids Product 34,East,14,262.4,192.91,10,Winter
718362,2024-11-01,Toys,Puzzles,Puzzles Product 268,South,2,131.29,105.23,191,Summer
639542,2024-07-25,Electronics,Laptops,Laptops Product 229,East,17,968.61,606.86,121,Summer
828913,2024-10-12,Sports,Outdoor,Outdoor Product 335,South,6,710.0,471.36,47,Spring
170390,2024-04-15,Home & Kitchen,Decor,Decor Product 563,West,6,906.08,638.31,88,Spring
417267,2024-03-09,Electronics,Mobiles,Mobiles Product 546,North,17,800.54,590.64,83,Fall
779574,2024-07-01,Sports,Outdoor,Outdoor Product 848,East,16,342.18,270.33,124,Winter
314879,2024-07-13,Home & Kitchen,Cookware,Cookware Product 667,North,4,703.71,460.24,193,Summer
385205,2024-11-21,Sports,Outdoor,Outdoor Product 513,South,5,609.9,406.9,101,Winter
312890,2024-03-13,Sports,Fitness,Fitness Product 794,South,17,368.87,320.28,87,Winter
759792,2024-01-26,Electronics,Cameras,Cameras Product 804,West,11,635.34,396.79,72,Winter
239789,2024-01-28,Electronics,Mobiles,Mobiles Product 983,West,15,605.33,542.3,136,Spring
969270,2024-08-25,Clothing,Men,Men Product 363,East,19,81.09,52.25,16,Summer
531734,2024-01-28,Toys,Board Games,Board Games Product 714,West,19,869.87,614.34,24,Winter
471923,2024-01-25,Electronics,Mobiles,Mobiles Product 580,North,12,227.22,158.66,34,Winter
637198,2024-09-20,Clothing,Kids,Kids Product 936,South,4,655.85,487.87,120,Spring
903692,2024-08-16,Electronics,Cameras,Cameras Product 377,West,2,391.2,274.32,196,Summer
886237,2024-12-15,Electronics,Mobiles,Mobiles Product 607,South,16,119.75,77.34,13,Summer
640677,2024-11-17,Electronics,Cameras,Cameras Product 468,West,5,70.6,42.75,45,Summer
899666,2024-03-02,Toys,Puzzles,Puzzles Product 441,West,17,868.2,733.73,103,Spring
928533,2024-11-19,Clothing,Kids,Kids Product 787,North,13,544.34,404.44,53,Spring
666821,2024-10-19,Toys,Board Games,Board Games Product 894,South,1,741.52,562.78,99,Fall
689833,2024-09-17,Home & Kitchen,Decor,Decor Product 919,South,1,491.52,373.45,143,Fall
872042,2024-02-07,Clothing,Women,Women Product 419,North,1,335.91,283.16,72,Winter
564008,2024-03-16,Electronics,Mobiles,Mobiles Product 995,West,14,834.01,741.86,126,Summer
451005,2024-10-17,Home & Kitchen,Furniture,Furniture Product 725,North,8,746.3,576.4,20,Winter
577272,2024-10-22,Sports,Fitness,Fitness Product 840,North,4,250.98,198.31,98,Spring
635534,2024-11-04,Home & Kitchen,Furniture,Furniture Product 616,North,15,315.35,259.94,162,Winter
580703,2024-01-15,Home & Kitchen,Decor,Decor Product 623,West,7,134.56,118.68,188,Spring
953088,2024-10-15,Sports,Fitness,Fitness Product 254,South,4,542.79,471.23,166,Winter
548396,2024-06-07,Toys,Action Figures,Action Figures Product 815,South,10,719.78,538.54,106,Spring
184291,2024-11-27,Toys,Board Games,Board Games Product 685,North,8,144.94,104.24,14,Summer
695603,2024-01-11,Clothing,Kids,Kids Product 254,East,4,648.32,523.96,35,Summer
306988,2024-04-13,Clothing,Women,Women Product 958,West,14,242.8,176.53,116,Spring
295716,2024-10-19,Clothing,Men,Men Product 840,West,11,270.9,221.55,109,Fall
562120,2024-08-01,Clothing,Men,Men Product 779,South,19,584.76,457.29,38,Fall
594592,2024-11-14,Electronics,Laptops,Laptops Product 950,East,4,251.19,163.19,191,Winter
984377,2024-10-17,Home & Kitchen,Decor,Decor Product 575,North,9,411.02,253.36,189,Winter
762143,2024-12-29,Toys,Board Games,Board Games Product 763,East,7,866.25,759.6,171,Winter
194270,2024-05-29,Home & Kitchen,Cookware,Cookware Product 666,North,6,192.86,144.55,97,Winter
255989,2024-03-03,Toys,Action Figures,Action Figures Product 701,West,9,670.27,437.96,186,Spring
193501,2024-02-01,Electronics,Cameras,Cameras Product 670,West,19,603.48,374.23,132,Summer
688365,2024-06-23,Sports,Fitness,Fitness Product 194,South,8,55.82,41.4,28,Winter
374486,2024-12-24,Toys,Board Games,Board Games Product 643,West,4,412.75,316.95,138,Winter
912831,2024-06-26,Clothing,Women,Women Product 391,East,1,899.48,681.78,96,Fall
562052,2024-03-07,Sports,Fitness,Fitness Product 51,North,8,560.69,379.12,63,Summer
708746,2024-06-13,Electronics,Cameras,Cameras Product 182,West,14,726.4,611.33,41,Spring
626486,2024-03-25,Sports,Outdoor,Outdoor Product 147,East,7,307.28,267.0,83,Winter
187955,2024-01-11,Sports,Indoor Games,Indoor Games Product 746,East,2,591.38,429.59,138,Winter
294269,2024-08-13,Clothing,Kids,Kids Product 53,South,5,598.49,407.22,46,Fall
190093,2024-08-02,Toys,Puzzles,Puzzles Product 128,West,17,949.48,787.2,167,Summer
941461,2024-10-04,Electronics,Laptops,Laptops Product 235,East,8,42.02,28.6,34,Winter
618271,2024-12-06,Toys,Action Figures,Action Figures Product 42,South,5,535.18,348.67,84,Spring
673044,2024-12-27,Toys,Board Games,Board Games Product 342,West,6,288.57,221.12,131,Summer
672212,2024-06-21,Sports,Indoor Games,Indoor Games Product 401,West,8,902.02,777.69,107,Winter
250322,2024-06-29,Clothing,Men,Men Product 292,East,2,395.48,298.85,63,Winter
111046,2024-08-19,Home & Kitchen,Cookware,Cookware Product 227,North,11,86.88,73.95,173,Summer
861379,2024-08-26,Clothing,Kids,Kids Product 148,North,5,670.4,590.66,65,Spring
724712,2024-07-19,Home & Kitchen,Decor,Decor Product 296,South,13,844.7,721.31,163,Winter
145186,2024-08-16,Electronics,Mobiles,Mobiles Product 108,East,10,505.58,407.76,34,Summer
431770,2024-10-31,Toys,Puzzles,Puzzles Product 957,West,19,286.7,222.79,110,Summer
493554,2024-09-20,Electronics,Laptops,Laptops Product 991,West,12,696.75,527.01,71,Fall
875435,2024-05-22,Sports,Fitness,Fitness Product 571,South,6,665.61,537.6,34,Winter
767542,2024-10-08,Clothing,Men,Men Product 981,East,10,945.18,578.29,25,Winter
576657,2024-11-10,Clothing,Kids,Kids Product 727,West,9,53.27,43.11,124,Fall
166150,2024-09-29,Sports,Outdoor,Outdoor Product 526,East,3,750.16,462.45,155,Spring
796358,2024-01-15,Home & Kitchen,Furniture,Furniture Product 888,East,8,95.41,77.18,192,Fall
961291,2024-11-06,Electronics,Mobiles,Mobiles Product 739,North,1,668.42,549.01,25,Spring
955778,2024-02-08,Clothing,Women,Women Product 814,West,13,40.84,35.22,27,Fall
970123,2024-08-26,Toys,Board Games,Board Games Product 377,West,12,771.84,556.17,194,Fall
626338,2024-05-21,Clothing,Women,Women Product 376,South,5,429.41,311.93,74,Winter
266472,2024-10-31,Clothing,Women,Women Product 889,South,1,248.94,152.51,190,Summer
811998,2024-10-28,Toys,Puzzles,Puzzles Product 344,South,11,950.96,794.91,133,Summer
869884,2024-03-03,Home & Kitchen,Cookware,Cookware Product 310,West,4,621.14,403.81,68,Fall
782736,2024-09-15,Sports,Indoor Games,Indoor Games Product 888,South,2,522.43,349.61,66,Winter
654736,2024-03-01,Sports,Fitness,Fitness Product 891,West,9,637.18,423.66,108,Spring
678316,2024-04-29,Clothing,Kids,Kids Product 893,East,3,763.07,617.18,169,Spring
143642,2024-01-29,Electronics,Mobiles,Mobiles Product 649,West,11,897.02,769.68,114,Summer
551978,2024-08-13,Home & Kitchen,Furniture,Furniture Product 984,North,15,855.15,522.18,49,Winter
992964,2024-11-11,Toys,Puzzles,Puzzles Product 688,South,16,24.98,20.2,99,Spring
228322,2024-02-25,Sports,Fitness,Fitness Product 40,North,13,991.65,613.29,71,Summer
590042,2024-02-28,Clothing,Kids,Kids Product 816,West,19,867.2,711.25,89,Fall
233541,2024-07-06,Electronics,Mobiles,Mobiles Product 7,East,10,840.27,679.98,109,Summer
570452,2024-06-06,Sports,Indoor Games,Indoor Games Product 551,West,10,962.09,711.6,147,Summer
228232,2024-01-17,Clothing,Women,Women Product 360,South,7,835.49,628.49,22,Summer
244353,2024-11-14,Clothing,Men,Men Product 412,North,7,784.25,495.72,83,Fall
238563,2024-08-06,Toys,Puzzles,Puzzles Product 192,West,4,933.39,588.74,157,Fall
215374,2024-10-11,Electronics,Laptops,Laptops Product 716,South,18,714.4,530.14,59,Fall
632101,2024-03-19,Toys,Puzzles,Puzzles Product 928,East,7,147.48,122.04,38,Winter
713474,2024-02-08,Home & Kitchen,Decor,Decor Product 271,West,14,689.63,506.03,38,Winter
384186,2024-07-13,Sports,Fitness,Fitness Product 849,South,15,312.41,266.17,93,Summer
490530,2024-09-13,Toys,Board Games,Board Games Product 570,North,6,944.74,685.8,156,Winter
126385,2024-09-27,Toys,Action Figures,Action Figures Product 492,West,17,245.36,162.9,34,Fall
447697,2024-07-17,Home & Kitchen,Cookware,Cookware Product 387,East,8,219.63,137.78,88,Spring
618349,2024-09-29,Sports,Fitness,Fitness Product 894,North,14,913.6,813.34,24,Spring
709996,2024-07-27,Toys,Board Games,Board Games Product 72,West,2,216.51,161.84,97,Summer
106154,2024-10-27,Sports,Outdoor,Outdoor Product 729,South,15,686.85,493.61,104,Fall
139499,2024-02-15,Electronics,Laptops,Laptops Product 672,North,19,909.66,743.45,97,Winter
998792,2024-03-17,Toys,Board Games,Board Games Product 116,North,1,568.46,342.74,11,Winter
955009,2024-04-15,Clothing,Women,Women Product 887,South,14,335.65,299.82,131,Summer
749438,2024-02-10,Toys,Board Games,Board Games Product 370,South,6,952.52,607.01,18,Winter
277235,2024-07-26,Toys,Action Figures,Action Figures Product 900,East,15,632.8,528.4,136,Summer
473706,2024-01-12,Clothing,Women,Women Product 87,South,9,463.27,367.41,197,Spring
694604,2024-08-08,Toys,Board Games,Board Games Product 631,South,19,489.69,384.27,64,Fall
268484,2024-12-17,Sports,Indoor Games,Indoor Games Product 312,East,6,62.79,40.72,155,Spring
679518,2024-07-25,Electronics,Cameras,Cameras Product 353,North,3,657.32,433.74,198,Spring
726045,2024-01-20,Toys,Board Games,Board Games Product 956,West,5,870.91,712.54,13,Fall
486821,2024-10-21,Clothing,Men,Men Product 938,East,2,523.72,406.63,75,Spring
971310,2024-08-12,Home & Kitchen,Decor,Decor Product 867,West,3,298.18,211.04,27,Winter
688612,2024-02-10,Clothing,Women,Women Product 318,East,14,196.09,131.63,11,Winter
685560,2024-01-28,Toys,Board Games,Board Games Product 66,North,2,456.4,344.33,79,Summer
857038,2024-10-13,Home & Kitchen,Furniture,Furniture Product 395,West,12,28.85,22.4,193,Winter
869299,2024-09-20,Clothing,Kids,Kids Product 683,South,10,453.18,316.89,85,Winter
377707,2024-06-13,Toys,Board Games,Board Games Product 305,East,11,267.48,189.32,174,Winter
802974,2024-10-19,Electronics,Cameras,Cameras Product 20,South,18,870.91,576.33,87,Winter
764560,2024-06-27,Clothing,Men,Men Product 206,North,5,647.2,431.95,68,Winter
975825,2024-10-11,Toys,Action Figures,Action Figures Product 185,South,11,409.43,304.6,135,Winter
930185,2024-01-08,Home & Kitchen,Cookware,Cookware Product 341,West,13,355.8,270.29,61,Spring
148320,2024-11-06,Electronics,Cameras,Cameras Product 119,East,5,679.15,497.9,95,Spring
328071,2024-03-16,Clothing,Kids,Kids Product 987,West,17,689.58,516.6,35,Summer
572132,2024-12-26,Electronics,Laptops,Laptops Product 602,North,16,920.3,718.0,151,Fall
735567,2024-09-25,Toys,Action Figures,Action Figures Product 585,North,9,999.43,614.11,170,Winter
691491,2024-04-11,Sports,Fitness,Fitness Product 19,South,2,302.91,191.66,134,Spring
338389,2024-03-29,Clothing,Women,Women Product 725,North,13,880.33,611.97,84,Fall
458690,2024-04-11,Electronics,Laptops,Laptops Product 986,West,1,408.25,330.13,58,Winter
646900,2024-10-08,Home & Kitchen,Decor,Decor Product 328,North,2,185.08,146.73,183,Summer
504772,2024-10-26,Clothing,Women,Women Product 740,South,12,915.95,773.18,142,Fall
159182,2024-04-26,Home & Kitchen,Decor,Decor Product 124,East,11,816.73,665.99,30,Summer
237084,2024-02-21,Electronics,Cameras,Cameras Product 494,South,13,392.47,258.7,28,Spring
470321,2024-01-02,Home & Kitchen,Furniture,Furniture Product 945,West,16,806.97,614.71,115,Spring
163646,2024-03-11,Sports,Outdoor,Outdoor Product 959,East,12,139.45,91.25,83,Winter
863264,2024-06-20,Electronics,Laptops,Laptops Product 376,East,4,201.52,176.4,127,Spring
706217,2024-04-30,Sports,Outdoor,Outdoor Product 637,North,9,130.06,78.14,35,Summer
762587,2024-06-15,Clothing,Men,Men Product 202,East,18,252.13,210.32,161,Fall
346242,2024-04-17,Electronics,Laptops,Laptops Product 226,East,18,771.32,497.43,78,Winter
664678,2024-06-08,Electronics,Cameras,Cameras Product 523,East,5,544.65,355.95,152,Fall
427252,2024-05-25,Clothing,Men,Men Product 835,East,2,403.09,313.74,73,Summer
554162,2024-03-08,Clothing,Women,Women Product 218,West,11,456.88,373.43,33,Spring
378600,2024-05-15,Clothing,Kids,Kids Product 353,West,5,777.17,528.06,106,Summer
372900,2024-01-27,Home & Kitchen,Cookware,Cookware Product 160,South,17,367.9,228.4,69,Fall
698357,2024-11-21,Sports,Outdoor,Outdoor Product 130,South,12,600.96,483.2,134,Summer
554179,2024-11-28,Toys,Action Figures,Action Figures Product 477,West,8,375.69,337.61,159,Spring
601643,2024-05-15,Electronics,Cameras,Cameras Product 980,North,16,545.11,342.88,21,Fall
293783,2024-12-29,Home & Kitchen,Cookware,Cookware Product 321,North,8,249.95,179.91,127,Fall
700847,2024-02-07,Electronics,Laptops,Laptops Product 500,North,18,530.54,417.58,41,Winter
659873,2024-09-05,Clothing,Men,Men Product 969,North,18,55.44,38.31,75,Winter
714805,2024-05-22,Electronics,Cameras,Cameras Product 342,South,4,828.78,566.81,64,Summer
187468,2024-10-17,Toys,Board Games,Board Games Product 158,South,17,403.22,302.55,51,Spring
178222,2024-06-11,Clothing,Women,Women Product 578,South,7,726.99,467.01,189,Winter
960952,2024-09-09,Home & Kitchen,Cookware,Cookware Product 822,North,18,239.14,212.16,19,Spring
790658,2024-01-25,Electronics,Cameras,Cameras Product 653,West,14,497.32,388.84,134,Summer
582315,2024-10-14,Sports,Outdoor,Outdoor Product 128,North,15,86.81,52.76,77,Fall
972701,2024-05-09,Toys,Board Games,Board Games Product 60,North,6,937.72,809.09,169,Summer
543057,2024-09-09,Home & Kitchen,Decor,Decor Product 927,South,10,80.12,66.84,98,Spring
237478,2024-03-20,Electronics,Cameras,Cameras Product 400,South,9,254.4,163.5,165,Spring
534995,2024-08-08,Toys,Board Games,Board Games Product 820,East,17,519.23,466.79,110,Fall
914037,2024-01-14,Toys,Action Figures,Action Figures Product 455,East,3,437.56,279.69,16,Fall
741269,2024-08-17,Sports,Fitness,Fitness Product 591,East,2,773.92,466.91,71,Winter
421497,2024-08-29,Sports,Outdoor,Outdoor Product 493,North,5,687.36,451.53,74,Winter
384564,2024-11-03,Sports,Fitness,Fitness Product 768,East,4,805.51,715.19,197,Summer
769416,2024-08-08,Sports,Outdoor,Outdoor Product 436,West,16,144.66,124.32,91,Summer
103191,2024-05-08,Sports,Outdoor,Outdoor Product 130,West,17,404.55,358.78,114,Winter
489878,2024-10-16,Toys,Board Games,Board Games Product 776,West,8,293.78,258.26,30,Summer
163936,2024-03-27,Home & Kitchen,Cookware,Cookware Product 101,West,13,643.94,504.96,78,Fall
832176,2024-05-12,Sports,Fitness,Fitness Product 148,East,19,751.28,599.3,161,Fall
551122,2024-09-17,Sports,Outdoor,Outdoor Product 773,East,15,472.71,424.25,144,Fall
752184,2024-11-24,Clothing,Women,Women Product 962,West,17,100.97,76.17,145,Fall
223257,2024-04-28,Clothing,Kids,Kids Product 190,North,14,138.96,109.01,114,Winter
732500,2024-06-08,Clothing,Women,Women Product 351,South,8,802.74,552.16,11,Winter
515384,2024-11-10,Toys,Action Figures,Action Figures Product 846,East,8,145.53,102.09,155,Winter
184080,2024-05-01,Toys,Action Figures,Action Figures Product 544,East,12,620.68,548.01,41,Spring
444710,2024-05-30,Electronics,Mobiles,Mobiles Product 236,West,8,553.14,437.43,55,Spring
743534,2024-10-09,Home & Kitchen,Cookware,Cookware Product 562,North,13,758.12,516.13,11,Winter
356695,2024-01-03,Home & Kitchen,Decor,Decor Product 703,North,11,843.89,691.86,174,Winter
785166,2024-05-15,Home & Kitchen,Decor,Decor Product 362,West,15,695.11,599.18,34,Winter
863711,2024-12-27,Clothing,Men,Men Product 866,East,4,746.88,645.63,113,Fall
167695,2024-01-13,Home & Kitchen,Furniture,Furniture Product 393,South,7,563.98,462.42,164,Winter
664660,2024-01-20,Toys,Action Figures,Action Figures Product 587,North,12,851.09,725.12,23,Spring
633884,2024-05-11,Home & Kitchen,Decor,Decor Product 20,West,5,319.49,275.72,195,Summer
978629,2024-09-16,Clothing,Women,Women Product 188,North,8,601.18,431.32,112,Spring
673156,2024-12-01,Electronics,Mobiles,Mobiles Product 698,East,4,111.13,86.29,23,Fall
471602,2024-10-31,Toys,Action Figures,Action Figures Product 319,West,19,496.87,387.46,168,Fall
869727,2024-01-19,Home & Kitchen,Cookware,Cookware Product 432,East,6,701.51,577.89,126,Fall
446874,2024-09-07,Sports,Outdoor,Outdoor Product 303,West,18,341.63,249.46,72,Winter
228046,2024-07-16,Home & Kitchen,Furniture,Furniture Product 559,West,17,934.45,740.8,13,Fall
146850,2024-04-16,Toys,Puzzles,Puzzles Product 625,South,5,745.19,659.56,70,Spring
956985,2024-03-09,Sports,Outdoor,Outdoor Product 349,East,19,527.72,363.93,179,Spring
260381,2024-08-18,Sports,Fitness,Fitness Product 295,South,4,446.48,393.44,79,Fall
605659,2024-12-29,Clothing,Kids,Kids Product 188,South,6,448.11,366.94,50,Spring
465446,2024-06-11,Electronics,Cameras,Cameras Product 951,South,12,924.17,685.38,115,Spring
196044,2024-08-15,Toys,Action Figures,Action Figures Product 696,West,10,264.56,180.32,79,Winter
853158,2024-03-10,Home & Kitchen,Cookware,Cookware Product 639,North,4,908.31,582.93,187,Summer
495755,2024-05-21,Clothing,Kids,Kids Product 313,South,7,964.13,740.5,158,Spring
450040,2024-12-06,Sports,Outdoor,Outdoor Product 384,East,5,979.96,630.59,58,Summer
229350,2024-03-26,Toys,Board Games,Board Games Product 289,South,4,199.36,120.93,136,Winter
145232,2024-01-17,Electronics,Mobiles,Mobiles Product 610,East,11,242.86,175.15,178,Spring
689921,2024-05-23,Clothing,Men,Men Product 880,South,16,440.06,282.65,66,Spring
170202,2024-05-17,Home & Kitchen,Furniture,Furniture Product 611,South,15,754.3,518.34,177,Fall
630062,2024-08-19,Home & Kitchen,Decor,Decor Product 213,West,4,507.31,356.1,119,Spring
375709,2024-02-13,Toys,Action Figures,Action Figures Product 97,North,17,254.02,186.8,75,Fall
620498,2024-09-23,Clothing,Kids,Kids Product 504,East,18,123.36,98.32,180,Winter
500455,2024-02-24,Toys,Action Figures,Action Figures Product 905,North,9,112.16,79.3,173,Winter
373260,2024-09-15,Clothing,Women,Women Product 283,West,2,458.65,351.94,16,Summer
379215,2024-04-16,Clothing,Kids,Kids Product 613,North,1,983.85,631.84,17,Fall
472598,2024-01-16,Toys,Action Figures,Action Figures Product 129,East,9,622.99,389.39,21,Spring
298137,2024-08-10,Sports,Indoor Games,Indoor Games Product 571,West,2,139.99,114.45,13,Spring
319780,2024-08-14,Home & Kitchen,Furniture,Furniture Product 701,South,2,568.56,431.09,163,Spring
842849,2024-12-29,Toys,Board Games,Board Games Product 876,West,6,310.56,271.88,69,Winter
529332,2024-06-04,Electronics,Mobiles,Mobiles Product 760,South,12,269.24,227.72,39,Fall
522225,2024-11-09,Clothing,Women,Women Product 75,East,2,724.7,526.16,50,Summer
533934,2024-12-12,Electronics,Cameras,Cameras Product 931,East,5,628.51,443.55,117,Spring
700517,2024-07-19,Electronics,Mobiles,Mobiles Product 660,East,8,682.65,476.17,165,Summer
949710,2024-10-20,Toys,Board Games,Board Games Product 143,South,3,840.3,574.58,13,Winter
603650,2024-09-08,Sports,Indoor Games,Indoor Games Product 845,East,14,767.89,554.79,154,Winter
821037,2024-04-09,Clothing,Kids,Kids Product 501,South,2,909.05,728.35,129,Spring
423853,2024-06-02,Home & Kitchen,Decor,Decor Product 614,West,17,977.26,618.82,34,Fall
803814,2024-07-24,Electronics,Cameras,Cameras Product 63,West,19,973.32,825.19,37,Winter
879383,2024-11-12,Electronics,Cameras,Cameras Product 676,West,19,635.67,482.98,184,Spring
591450,2024-11-29,Electronics,Laptops,Laptops Product 222,East,14,65.2,50.21,62,Winter
163095,2024-05-06,Electronics,Cameras,Cameras Product 255,South,9,904.84,774.25,134,Spring
560244,2024-09-11,Sports,Outdoor,Outdoor Product 661,West,3,798.69,487.52,20,Spring
715458,2024-08-03,Sports,Fitness,Fitness Product 480,North,9,607.0,385.13,198,Fall
601608,2024-05-26,Electronics,Mobiles,Mobiles Product 26,East,12,700.56,437.61,183,Summer
964434,2024-05-11,Toys,Board Games,Board Games Product 823,North,6,187.17,165.54,29,Winter
949256,2024-09-13,Toys,Action Figures,Action Figures Product 584,East,12,791.02,704.98,171,Summer
211032,2024-04-02,Electronics,Laptops,Laptops Product 621,South,8,374.62,277.87,133,Winter
