OrderID,Date,Category,SubCategory,ProductName,Region,UnitsSold,UnitPrice,UnitCost,InventoryDays,Season,Profit
635534,2024-11-04,Home & Kitchen,Furniture,Furniture Product 616,North,15,315.35,259.94,162,Winter,831.1500000000003
580703,2024-01-15,Home & Kitchen,Decor,Decor Product 623,West,7,134.56,118.68,188,Spring,111.15999999999997
953088,2024-10-15,Sports,Fitness,Fitness Product 254,South,4,542.79,471.23,166,Winter,286.2399999999998
594592,2024-11-14,Electronics,Laptops,Laptops Product 950,East,4,251.19,163.19,191,Winter,352.0
984377,2024-10-17,Home & Kitchen,Decor,Decor Product 575,North,9,411.02,253.36,189,Winter,1418.9399999999996
762143,2024-12-29,Toys,Board Games,Board Games Product 763,East,7,866.25,759.6,171,Winter,746.5499999999998
255989,2024-03-03,Toys,Action Figures,Action Figures Product 701,West,9,670.27,437.96,186,Spring,2090.79
190093,2024-08-02,Toys,Puzzles,Puzzles Product 128,West,17,949.48,787.2,167,Summer,2758.7599999999993
111046,2024-08-19,Home & Kitchen,Cookware,Cookware Product 227,North,11,86.88,73.95,173,Summer,142.2299999999999
724712,2024-07-19,Home & Kitchen,Decor,Decor Product 296,South,13,844.7,721.31,163,Winter,1604.0700000000013
166150,2024-09-29,Sports,Outdoor,Outdoor Product 526,East,3,750.16,462.45,155,Spring,863.1299999999999
796358,2024-01-15,Home & Kitchen,Furniture,Furniture Product 888,East,8,95.41,77.18,192,Fall,145.83999999999992
970123,2024-08-26,Toys,Board Games,Board Games Product 377,West,12,771.84,556.17,194,Fall,2588.040000000001
266472,2024-10-31,Clothing,Women,Women Product 889,South,1,248.94,152.51,190,Summer,96.43
678316,2024-04-29,Clothing,Kids,Kids Product 893,East,3,763.07,617.18,169,Spring,437.6700000000003
238563,2024-08-06,Toys,Puzzles,Puzzles Product 192,West,4,933.39,588.74,157,Fall,1378.6
490530,2024-09-13,Toys,Board Games,Board Games Product 570,North,6,944.74,685.8,156,Winter,1553.6400000000003
473706,2024-01-12,Clothing,Women,Women Product 87,South,9,463.27,367.41,197,Spring,862.7399999999996
268484,2024-12-17,Sports,Indoor Games,Indoor Games Product 312,East,6,62.79,40.72,155,Spring,132.42000000000002
679518,2024-07-25,Electronics,Cameras,Cameras Product 353,North,3,657.32,433.74,198,Spring,670.7400000000001
857038,2024-10-13,Home & Kitchen,Furniture,Furniture Product 395,West,12,28.85,22.4,193,Winter,77.40000000000003
377707,2024-06-13,Toys,Board Games,Board Games Product 305,East,11,267.48,189.32,174,Winter,859.7600000000002
572132,2024-12-26,Electronics,Laptops,Laptops Product 602,North,16,920.3,718.0,151,Fall,3236.7999999999993
735567,2024-09-25,Toys,Action Figures,Action Figures Product 585,North,9,999.43,614.11,170,Winter,3467.879999999999
646900,2024-10-08,Home & Kitchen,Decor,Decor Product 328,North,2,185.08,146.73,183,Summer,76.70000000000005
762587,2024-06-15,Clothing,Men,Men Product 202,East,18,252.13,210.32,161,Fall,752.58
664678,2024-06-08,Electronics,Cameras,Cameras Product 523,East,5,544.65,355.95,152,Fall,943.5
554179,2024-11-28,Toys,Action Figures,Action Figures Product 477,West,8,375.69,337.61,159,Spring,304.6399999999999
178222,2024-06-11,Clothing,Women,Women Product 578,South,7,726.99,467.01,189,Winter,1819.8600000000001
972701,2024-05-09,Toys,Board Games,Board Games Product 60,North,6,937.72,809.09,169,Summer,771.78
237478,2024-03-20,Electronics,Cameras,Cameras Product 400,South,9,254.4,163.5,165,Spring,818.1
384564,2024-11-03,Sports,Fitness,Fitness Product 768,East,4,805.51,715.19,197,Summer,361.27999999999975
832176,2024-05-12,Sports,Fitness,Fitness Product 148,East,19,751.28,599.3,161,Fall,2887.6200000000003
515384,2024-11-10,Toys,Action Figures,Action Figures Product 846,East,8,145.53,102.09,155,Winter,347.52
356695,2024-01-03,Home & Kitchen,Decor,Decor Product 703,North,11,843.89,691.86,174,Winter,1672.3299999999997
167695,2024-01-13,Home & Kitchen,Furniture,Furniture Product 393,South,7,563.98,462.42,164,Winter,710.9200000000001
633884,2024-05-11,Home & Kitchen,Decor,Decor Product 20,West,5,319.49,275.72,195,Summer,218.8499999999999
471602,2024-10-31,Toys,Action Figures,Action Figures Product 319,West,19,496.87,387.46,168,Fall,2078.7900000000004
956985,2024-03-09,Sports,Outdoor,Outdoor Product 349,East,19,527.72,363.93,179,Spring,3112.01
853158,2024-03-10,Home & Kitchen,Cookware,Cookware Product 639,North,4,908.31,582.93,187,Summer,1301.52
495755,2024-05-21,Clothing,Kids,Kids Product 313,South,7,964.13,740.5,158,Spring,1565.4099999999999
145232,2024-01-17,Electronics,Mobiles,Mobiles Product 610,East,11,242.86,175.15,178,Spring,744.8100000000001
170202,2024-05-17,Home & Kitchen,Furniture,Furniture Product 611,South,15,754.3,518.34,177,Fall,3539.3999999999987
620498,2024-09-23,Clothing,Kids,Kids Product 504,East,18,123.36,98.32,180,Winter,450.72000000000014
500455,2024-02-24,Toys,Action Figures,Action Figures Product 905,North,9,112.16,79.3,173,Winter,295.74
319780,2024-08-14,Home & Kitchen,Furniture,Furniture Product 701,South,2,568.56,431.09,163,Spring,274.93999999999994
700517,2024-07-19,Electronics,Mobiles,Mobiles Product 660,East,8,682.65,476.17,165,Summer,1651.8399999999997
603650,2024-09-08,Sports,Indoor Games,Indoor Games Product 845,East,14,767.89,554.79,154,Winter,2983.4000000000005
879383,2024-11-12,Electronics,Cameras,Cameras Product 676,West,19,635.67,482.98,184,Spring,2901.1099999999988
715458,2024-08-03,Sports,Fitness,Fitness Product 480,North,9,607.0,385.13,198,Fall,1996.83
601608,2024-05-26,Electronics,Mobiles,Mobiles Product 26,East,12,700.56,437.61,183,Summer,3155.399999999999
949256,2024-09-13,Toys,Action Figures,Action Figures Product 584,East,12,791.02,704.98,171,Summer,1032.4799999999996
414925,2024-02-14,Home & Kitchen,Decor,Decor Product 1,East,11,583.28,355.16,156,Winter,2509.3199999999993
331496,2024-05-01,Electronics,Cameras,Cameras Product 30,West,11,820.39,508.82,155,Summer,3427.27
581719,2024-06-04,Clothing,Kids,Kids Product 933,East,1,609.05,494.35,161,Spring,114.69999999999993
117297,2024-05-05,Toys,Board Games,Board Games Product 395,South,19,892.3,627.97,166,Fall,5022.269999999999
607365,2024-11-16,Electronics,Mobiles,Mobiles Product 31,West,2,683.58,534.38,185,Fall,298.4000000000001
233004,2024-06-10,Electronics,Mobiles,Mobiles Product 365,North,5,971.33,808.21,174,Winter,815.6
825753,2024-12-06,Sports,Indoor Games,Indoor Games Product 942,North,2,841.78,595.02,169,Summer,493.52
978453,2024-05-26,Clothing,Kids,Kids Product 64,North,5,217.29,156.13,154,Fall,305.79999999999995
585662,2024-07-26,Home & Kitchen,Decor,Decor Product 114,South,13,885.8,650.62,184,Winter,3057.3399999999992
372647,2024-10-08,Electronics,Cameras,Cameras Product 113,East,15,226.49,200.95,172,Spring,383.1000000000003
259292,2024-03-23,Home & Kitchen,Decor,Decor Product 123,West,13,558.15,440.73,182,Spring,1526.4599999999996
236643,2024-04-09,Toys,Puzzles,Puzzles Product 850,South,9,830.18,530.47,164,Fall,2697.3899999999994
132441,2024-08-05,Home & Kitchen,Furniture,Furniture Product 925,North,12,433.94,309.48,188,Winter,1493.5199999999998
409735,2024-11-05,Electronics,Cameras,Cameras Product 438,North,6,143.21,117.59,181,Fall,153.72000000000003
901625,2024-08-17,Home & Kitchen,Decor,Decor Product 833,West,11,343.64,299.59,162,Spring,484.5500000000001
184703,2024-03-01,Electronics,Cameras,Cameras Product 122,South,6,63.67,46.14,164,Summer,105.18
511236,2024-06-04,Toys,Action Figures,Action Figures Product 938,South,9,776.19,581.89,174,Fall,1748.7000000000007
523177,2024-11-10,Clothing,Men,Men Product 715,West,13,255.59,168.04,157,Summer,1138.15
440676,2024-09-12,Electronics,Mobiles,Mobiles Product 651,North,2,244.12,216.51,178,Fall,55.22000000000003
911050,2024-03-18,Electronics,Mobiles,Mobiles Product 826,North,4,392.91,254.96,155,Summer,551.8000000000001
427031,2024-01-22,Home & Kitchen,Decor,Decor Product 883,East,4,867.99,561.75,181,Spring,1224.96
495204,2024-03-22,Sports,Outdoor,Outdoor Product 474,South,5,195.78,174.48,165,Winter,106.50000000000006
837242,2024-02-10,Clothing,Women,Women Product 950,East,7,695.98,447.64,166,Spring,1738.38
789870,2024-10-09,Toys,Puzzles,Puzzles Product 778,East,2,631.18,501.5,159,Spring,259.3599999999999
887301,2024-11-16,Clothing,Women,Women Product 888,East,13,808.99,685.13,183,Spring,1610.1800000000003
163610,2024-07-06,Electronics,Mobiles,Mobiles Product 742,South,2,897.44,717.9,198,Summer,359.08000000000015
403602,2024-05-01,Sports,Outdoor,Outdoor Product 650,North,1,541.25,452.93,167,Spring,88.32
803221,2024-05-06,Toys,Puzzles,Puzzles Product 147,East,11,237.91,179.8,176,Summer,639.2099999999998
104994,2024-05-18,Electronics,Cameras,Cameras Product 693,North,2,462.27,302.8,178,Summer,318.93999999999994
145095,2024-02-28,Sports,Indoor Games,Indoor Games Product 951,South,3,61.98,45.49,191,Fall,49.469999999999985
848943,2024-08-02,Home & Kitchen,Decor,Decor Product 991,South,6,669.23,471.2,166,Winter,1188.1800000000003
689421,2024-09-25,Home & Kitchen,Cookware,Cookware Product 923,North,13,753.27,502.82,165,Spring,3255.85
228216,2024-02-25,Sports,Indoor Games,Indoor Games Product 366,West,14,827.84,653.18,187,Spring,2445.240000000001
281429,2024-09-12,Home & Kitchen,Decor,Decor Product 550,South,6,902.94,811.61,155,Fall,547.9800000000002
245406,2024-10-30,Sports,Fitness,Fitness Product 501,East,19,147.48,89.48,191,Spring,1101.9999999999998
613951,2024-07-01,Home & Kitchen,Cookware,Cookware Product 207,West,18,34.09,28.27,186,Fall,104.76000000000008
951007,2024-11-22,Electronics,Cameras,Cameras Product 260,East,10,703.19,558.75,159,Winter,1444.4000000000005
159821,2024-05-21,Electronics,Cameras,Cameras Product 434,North,18,220.08,134.84,184,Winter,1534.3200000000002
808387,2024-01-26,Home & Kitchen,Cookware,Cookware Product 587,South,5,413.85,267.39,186,Spring,732.3000000000002
544755,2024-04-25,Toys,Puzzles,Puzzles Product 439,North,8,70.95,43.25,167,Fall,221.60000000000002
712439,2024-09-12,Home & Kitchen,Decor,Decor Product 511,North,16,511.54,456.73,164,Summer,876.96
378495,2024-02-05,Sports,Outdoor,Outdoor Product 101,North,17,40.11,34.01,173,Winter,103.70000000000002
216841,2024-09-27,Electronics,Laptops,Laptops Product 975,North,19,730.51,564.16,177,Summer,3160.6500000000005
657242,2024-12-10,Home & Kitchen,Decor,Decor Product 224,East,16,134.67,113.11,192,Fall,344.9599999999998
181972,2024-08-09,Toys,Puzzles,Puzzles Product 451,West,6,933.68,767.93,175,Fall,994.5
490270,2024-10-13,Clothing,Kids,Kids Product 766,West,5,896.11,628.39,199,Winter,1338.6000000000001
116279,2024-02-27,Toys,Board Games,Board Games Product 328,North,1,247.41,168.14,152,Winter,79.27000000000001
587436,2024-04-05,Toys,Board Games,Board Games Product 498,South,18,708.44,555.83,154,Summer,2746.9800000000005
715486,2024-04-13,Electronics,Mobiles,Mobiles Product 851,East,17,249.74,175.7,158,Spring,1258.6800000000003
213776,2024-09-27,Clothing,Women,Women Product 163,East,3,193.65,133.29,195,Fall,181.08000000000004
549777,2024-05-17,Toys,Puzzles,Puzzles Product 345,West,8,932.92,789.52,160,Summer,1147.1999999999998
847108,2024-04-20,Clothing,Kids,Kids Product 385,South,1,133.39,81.12,192,Fall,52.26999999999998
880962,2024-02-29,Sports,Indoor Games,Indoor Games Product 6,North,17,827.15,591.73,168,Fall,4002.1399999999994
665151,2024-05-01,Home & Kitchen,Decor,Decor Product 432,West,19,668.54,416.53,157,Summer,4788.19
512310,2024-12-15,Clothing,Women,Women Product 902,South,2,683.89,498.24,180,Winter,371.29999999999995
819846,2024-09-02,Electronics,Cameras,Cameras Product 642,North,12,320.3,196.05,197,Fall,1491.0
899180,2024-04-15,Sports,Fitness,Fitness Product 21,West,15,732.98,546.3,183,Summer,2800.2000000000007
628036,2024-10-04,Toys,Board Games,Board Games Product 954,East,5,554.67,350.37,157,Spring,1021.4999999999998
614241,2024-11-11,Home & Kitchen,Furniture,Furniture Product 984,West,2,516.94,409.09,196,Spring,215.70000000000016
515105,2024-04-15,Electronics,Mobiles,Mobiles Product 792,South,15,502.39,330.83,190,Summer,2573.4
576545,2024-06-07,Toys,Puzzles,Puzzles Product 569,South,4,638.75,464.96,161,Summer,695.1600000000001
923851,2024-04-07,Sports,Indoor Games,Indoor Games Product 773,South,17,143.75,121.33,178,Summer,381.14000000000004
708986,2024-03-29,Sports,Outdoor,Outdoor Product 72,North,2,816.01,583.62,182,Fall,464.78
692399,2024-04-08,Electronics,Cameras,Cameras Product 532,South,11,99.42,84.4,166,Spring,165.21999999999997
335707,2024-03-26,Toys,Puzzles,Puzzles Product 476,North,13,509.96,417.7,180,Winter,1199.3799999999999
412579,2024-01-01,Electronics,Mobiles,Mobiles Product 71,South,4,682.11,417.06,180,Spring,1060.2
322633,2024-01-25,Home & Kitchen,Cookware,Cookware Product 503,East,2,279.18,209.68,181,Spring,139.0
223099,2024-06-27,Electronics,Mobiles,Mobiles Product 631,West,14,425.86,377.9,176,Fall,671.4400000000005
376452,2024-01-01,Sports,Fitness,Fitness Product 266,South,6,67.72,42.62,178,Fall,150.60000000000002
414557,2024-05-20,Electronics,Mobiles,Mobiles Product 555,North,5,77.92,62.9,180,Spring,75.10000000000002
924628,2024-01-26,Toys,Puzzles,Puzzles Product 750,East,11,448.31,353.41,156,Summer,1043.8999999999996
447360,2024-11-08,Home & Kitchen,Decor,Decor Product 615,East,13,494.13,358.5,155,Summer,1763.19
645926,2024-02-19,Home & Kitchen,Furniture,Furniture Product 432,East,15,240.11,149.05,177,Spring,1365.9
889313,2024-06-16,Electronics,Laptops,Laptops Product 771,East,6,909.85,612.12,182,Spring,1786.38
869565,2024-10-31,Electronics,Cameras,Cameras Product 985,East,14,756.25,657.26,186,Spring,1385.8600000000001
853375,2024-08-01,Sports,Outdoor,Outdoor Product 59,West,8,669.07,552.35,188,Fall,933.7600000000002
597666,2024-06-23,Electronics,Laptops,Laptops Product 446,North,17,413.76,319.98,185,Fall,1594.2599999999995
583178,2024-04-09,Toys,Puzzles,Puzzles Product 342,North,5,73.64,48.7,179,Spring,124.69999999999999
334337,2024-11-09,Home & Kitchen,Decor,Decor Product 708,South,18,818.77,706.79,160,Summer,2015.6400000000003
854981,2024-07-25,Sports,Indoor Games,Indoor Games Product 110,East,16,343.55,217.14,155,Spring,2022.5600000000004
214003,2024-05-08,Clothing,Women,Women Product 438,West,6,324.1,243.4,159,Winter,484.2000000000001
301528,2024-05-09,Electronics,Mobiles,Mobiles Product 352,West,1,554.58,367.2,154,Winter,187.38000000000005
210489,2024-01-02,Electronics,Laptops,Laptops Product 398,West,3,46.33,33.09,189,Winter,39.719999999999985
870519,2024-02-04,Electronics,Laptops,Laptops Product 631,West,11,60.67,42.26,175,Spring,202.51000000000005
841204,2024-02-26,Clothing,Women,Women Product 382,West,8,495.32,309.88,158,Spring,1483.52
894878,2024-05-22,Clothing,Kids,Kids Product 752,West,8,217.76,190.03,165,Summer,221.83999999999992
395901,2024-07-07,Sports,Fitness,Fitness Product 255,East,13,453.97,387.77,160,Fall,860.6000000000006
195864,2024-08-13,Sports,Indoor Games,Indoor Games Product 105,South,11,647.57,553.77,172,Summer,1031.8000000000006
494051,2024-07-17,Clothing,Men,Men Product 215,East,4,352.17,295.36,186,Winter,227.24
823503,2024-02-20,Clothing,Men,Men Product 811,East,15,697.89,557.2,168,Fall,2110.349999999999
565806,2024-01-27,Clothing,Kids,Kids Product 452,East,16,911.73,743.22,194,Winter,2696.16
804676,2024-05-24,Toys,Puzzles,Puzzles Product 37,West,15,236.3,153.01,160,Fall,1249.3500000000004
472454,2024-03-18,Sports,Outdoor,Outdoor Product 85,West,19,471.15,383.0,158,Winter,1674.8499999999995
332931,2024-11-01,Sports,Fitness,Fitness Product 673,East,8,41.41,34.47,175,Summer,55.51999999999998
705803,2024-09-22,Sports,Outdoor,Outdoor Product 95,West,11,617.32,475.66,186,Spring,1558.2600000000002
280427,2024-07-14,Electronics,Cameras,Cameras Product 728,North,6,417.53,271.71,162,Spring,874.92
248178,2024-09-24,Sports,Fitness,Fitness Product 210,South,5,286.23,180.65,155,Winter,527.9000000000001
413732,2024-08-07,Clothing,Women,Women Product 158,East,9,277.24,214.68,188,Spring,563.04
727503,2024-06-14,Toys,Puzzles,Puzzles Product 311,East,12,967.29,709.05,159,Summer,3098.88
848987,2024-08-03,Clothing,Kids,Kids Product 581,East,11,868.91,637.13,192,Summer,2549.58
534044,2024-03-31,Clothing,Women,Women Product 750,North,7,457.25,350.34,154,Summer,748.3700000000001
213153,2024-12-15,Toys,Action Figures,Action Figures Product 909,South,6,235.92,148.86,172,Fall,522.3599999999999
143162,2024-06-14,Home & Kitchen,Decor,Decor Product 90,South,11,893.02,656.11,158,Spring,2606.0099999999998
438144,2024-03-13,Electronics,Mobiles,Mobiles Product 249,South,6,37.15,22.84,168,Winter,85.85999999999999
625825,2024-08-30,Toys,Action Figures,Action Figures Product 297,East,7,477.68,384.86,195,Summer,649.74
743703,2024-06-18,Electronics,Laptops,Laptops Product 157,East,18,282.64,246.93,162,Spring,642.7799999999996
892473,2024-03-02,Electronics,Laptops,Laptops Product 515,North,3,531.3,352.76,194,Spring,535.6199999999999
302821,2024-05-29,Clothing,Kids,Kids Product 246,North,17,724.91,569.51,199,Spring,2641.7999999999997
195335,2024-03-29,Clothing,Kids,Kids Product 653,West,19,936.2,740.65,160,Summer,3715.450000000001
660733,2024-06-22,Sports,Fitness,Fitness Product 677,North,17,942.06,616.92,168,Summer,5527.38
300065,2024-04-30,Sports,Outdoor,Outdoor Product 928,South,6,33.02,25.18,157,Winter,47.04000000000002
274001,2024-07-30,Home & Kitchen,Furniture,Furniture Product 508,West,8,935.73,619.42,170,Fall,2530.4800000000005
156096,2024-08-18,Sports,Outdoor,Outdoor Product 488,South,13,851.24,636.64,160,Spring,2789.8
115385,2024-04-30,Electronics,Cameras,Cameras Product 910,East,2,572.46,378.68,184,Winter,387.56000000000006
681768,2024-08-14,Home & Kitchen,Furniture,Furniture Product 320,North,14,335.1,204.54,155,Spring,1827.8400000000004
644653,2024-04-27,Clothing,Kids,Kids Product 714,South,18,745.57,473.74,192,Spring,4892.9400000000005
554142,2024-02-22,Electronics,Mobiles,Mobiles Product 754,East,7,802.48,651.75,199,Fall,1055.1100000000001
899595,2024-08-10,Toys,Action Figures,Action Figures Product 367,North,7,785.07,562.95,165,Summer,1554.8400000000001
574869,2024-12-18,Clothing,Men,Men Product 623,West,10,671.14,493.84,192,Winter,1773.0
511377,2024-10-07,Electronics,Laptops,Laptops Product 323,South,3,463.17,297.74,190,Fall,496.29
118807,2024-06-14,Electronics,Cameras,Cameras Product 550,West,16,800.36,620.22,154,Summer,2882.24
350768,2024-03-19,Sports,Fitness,Fitness Product 585,West,12,941.88,578.63,197,Summer,4359.0
275295,2024-01-08,Home & Kitchen,Furniture,Furniture Product 379,South,16,391.1,346.64,191,Spring,711.3600000000006
867842,2024-12-05,Home & Kitchen,Cookware,Cookware Product 512,North,12,691.5,618.59,167,Summer,874.9199999999996
352773,2024-11-21,Clothing,Men,Men Product 379,South,17,547.36,340.0,169,Summer,3525.1200000000003
346476,2024-04-27,Sports,Fitness,Fitness Product 485,South,4,415.3,333.46,173,Fall,327.3600000000001
309097,2024-11-25,Sports,Indoor Games,Indoor Games Product 363,North,11,589.96,448.4,194,Spring,1557.1600000000008
532681,2024-12-15,Sports,Indoor Games,Indoor Games Product 416,West,10,223.63,187.78,151,Summer,358.49999999999994
986226,2024-07-19,Toys,Board Games,Board Games Product 540,North,2,944.9,568.03,185,Spring,753.74
686470,2024-11-12,Toys,Action Figures,Action Figures Product 266,North,14,782.77,690.69,185,Spring,1289.119999999999
968173,2024-07-14,Electronics,Laptops,Laptops Product 602,North,4,209.75,152.04,198,Spring,230.84000000000003
531231,2024-07-17,Electronics,Cameras,Cameras Product 666,North,11,785.66,475.97,167,Fall,3406.5899999999992
416689,2024-01-20,Toys,Board Games,Board Games Product 239,East,11,845.14,629.51,178,Winter,2371.93
715837,2024-10-07,Clothing,Men,Men Product 959,West,10,898.31,756.39,195,Spring,1419.1999999999996
484083,2024-05-22,Clothing,Women,Women Product 352,North,9,762.05,527.11,151,Fall,2114.4599999999996
712082,2024-05-07,Sports,Indoor Games,Indoor Games Product 617,West,14,503.47,308.13,170,Fall,2734.76
728203,2024-08-16,Clothing,Women,Women Product 575,South,12,595.03,436.58,199,Spring,1901.3999999999999
784103,2024-10-09,Clothing,Kids,Kids Product 74,East,15,683.55,569.78,192,Summer,1706.5499999999997
227337,2024-04-02,Home & Kitchen,Decor,Decor Product 321,East,4,377.75,275.66,151,Winter,408.3599999999999
676265,2024-10-23,Toys,Action Figures,Action Figures Product 411,South,11,655.14,396.69,196,Summer,2842.95
778105,2024-08-09,Sports,Indoor Games,Indoor Games Product 673,East,12,909.31,579.0,161,Spring,3963.7199999999993
267022,2024-09-14,Toys,Board Games,Board Games Product 89,East,10,784.48,652.19,162,Summer,1322.8999999999996
959375,2024-12-24,Electronics,Laptops,Laptops Product 899,North,18,612.97,470.74,191,Winter,2560.1400000000003
833307,2024-01-10,Clothing,Men,Men Product 329,North,16,948.48,689.55,170,Summer,4142.880000000001
506529,2024-01-24,Home & Kitchen,Decor,Decor Product 718,North,14,380.49,244.6,195,Summer,1902.4600000000003
965847,2024-04-20,Electronics,Cameras,Cameras Product 730,South,10,279.98,243.91,196,Winter,360.7000000000002
891599,2024-11-23,Clothing,Men,Men Product 433,North,9,157.69,124.06,167,Winter,302.66999999999996
953161,2024-09-27,Electronics,Laptops,Laptops Product 417,North,4,836.33,576.46,187,Spring,1039.48
508916,2024-03-20,Clothing,Kids,Kids Product 647,North,9,205.36,158.55,190,Spring,421.29
277946,2024-02-06,Electronics,Mobiles,Mobiles Product 814,North,6,145.62,92.74,159,Summer,317.2800000000001
812345,2024-05-29,Electronics,Cameras,Cameras Product 375,South,4,506.37,386.53,156,Winter,479.3600000000001
763440,2024-06-16,Clothing,Kids,Kids Product 166,North,4,710.4,522.96,180,Spring,749.7599999999998
615689,2024-12-29,Sports,Fitness,Fitness Product 72,East,16,858.53,647.68,153,Spring,3373.6000000000004
904114,2024-01-07,Home & Kitchen,Cookware,Cookware Product 905,West,7,612.09,389.47,167,Winter,1558.3400000000001
834750,2024-10-15,Home & Kitchen,Furniture,Furniture Product 462,South,2,511.8,426.53,187,Summer,170.54000000000008
767958,2024-02-14,Sports,Indoor Games,Indoor Games Product 972,South,17,232.48,186.19,176,Fall,786.9299999999998
584976,2024-10-26,Electronics,Mobiles,Mobiles Product 672,East,11,318.74,257.02,189,Winter,678.9200000000003
246192,2024-04-17,Clothing,Kids,Kids Product 963,West,19,696.27,499.3,190,Summer,3742.4299999999994
487405,2024-05-21,Toys,Puzzles,Puzzles Product 44,North,19,416.61,278.11,183,Spring,2631.5
226865,2024-04-05,Home & Kitchen,Furniture,Furniture Product 312,East,13,811.33,513.42,198,Spring,3872.830000000001
447076,2024-04-30,Sports,Indoor Games,Indoor Games Product 197,West,8,513.55,441.72,189,Spring,574.6399999999994
184821,2024-05-07,Clothing,Men,Men Product 986,North,1,637.98,468.84,164,Fall,169.14000000000004
940736,2024-01-01,Home & Kitchen,Furniture,Furniture Product 204,North,16,499.45,357.05,155,Summer,2278.3999999999996
330144,2024-05-10,Home & Kitchen,Cookware,Cookware Product 579,North,1,527.28,407.78,166,Winter,119.5
523501,2024-03-31,Sports,Outdoor,Outdoor Product 599,North,13,899.61,611.19,170,Winter,3749.4599999999996
585825,2024-02-09,Sports,Indoor Games,Indoor Games Product 550,South,8,562.98,495.0,169,Fall,543.8400000000001
301587,2024-07-07,Sports,Outdoor,Outdoor Product 578,South,18,809.74,726.27,178,Winter,1502.4600000000005
644854,2024-11-13,Toys,Board Games,Board Games Product 438,North,19,666.23,524.6,194,Summer,2690.97
336502,2024-09-10,Clothing,Kids,Kids Product 481,North,6,935.27,618.24,192,Fall,1902.1799999999998
366167,2024-04-20,Electronics,Laptops,Laptops Product 717,East,13,871.72,671.66,172,Spring,2600.7800000000007
454182,2024-09-27,Home & Kitchen,Cookware,Cookware Product 60,South,4,504.13,320.39,178,Spring,734.96
648723,2024-06-21,Clothing,Kids,Kids Product 502,East,17,492.17,379.64,164,Summer,1913.0100000000004
203565,2024-12-21,Toys,Puzzles,Puzzles Product 709,North,15,856.28,735.59,177,Fall,1810.349999999999
907069,2024-06-20,Clothing,Women,Women Product 494,West,17,903.23,586.36,193,Winter,5386.79
